date,ch_area,disk_median
2011-07-18,0.16921,322.94
2011-07-19,0.00038,330.69
2011-07-20,0.00418,309.81
2011-07-21,0.0,293.66
2011-07-22,0.00498,279.06
2011-07-23,0.0,269.38
2011-07-24,0.0,263.25
2011-07-25,0.00418,261.5
2011-07-26,0.0239,267.44
2011-07-27,0.1176,274.06
2011-07-28,0.07779,187.12
2011-07-29,0.06732,288.19
2011-07-30,0.02029,292.62
2011-07-31,0.0,291.81
2011-08-01,0.0,289.81
2011-08-02,0.0,291.38
2011-08-03,0.0,283.38
2011-08-04,0.00023,277.5
2011-08-05,0.08794,281.69
2011-08-06,0.0236,282.12
2011-08-07,3e-05,278.31
2011-08-08,0.0,283.06
2011-08-09,0.0,94.06
2011-08-10,3e-05,67.62
2011-08-11,0.06228,296.88
2011-08-12,0.09,294.75
2011-08-13,0.1321,288.44
2011-08-14,0.07205,288.69
2011-08-15,0.0,286.44
2011-08-16,0.0,283.06
2011-08-17,0.00125,281.0
2011-08-18,0.0551,285.38
2011-08-19,0.10368,292.31
2011-08-20,0.11315,288.88
2011-08-21,0.00338,288.38
2011-08-22,0.0,290.81
2011-08-23,,
2011-08-24,0.05153,305.06
2011-08-25,0.14177,310.31
2011-08-26,0.05888,303.12
2011-08-27,0.00457,308.31
2011-08-28,0.0,309.62
2011-08-29,0.0,295.06
2011-08-30,0.0,294.06
2011-08-31,0.0,298.81
2011-09-01,0.00575,293.12
2011-09-02,0.10977,302.56
2011-09-03,0.00281,302.5
2011-09-04,0.0001,296.25
2011-09-05,8e-05,294.44
2011-09-06,0.0,293.88
2011-09-07,0.0,287.81
2011-09-08,0.03525,69.94
2011-09-09,0.19675,299.12
2011-09-10,0.08869,308.06
2011-09-11,0.00268,312.88
2011-09-12,3e-05,304.0
2011-09-13,0.00156,320.31
2011-09-14,0.01946,317.44
2011-09-15,0.01862,352.75
2011-09-16,0.00393,357.12
2011-09-17,0.00131,364.62
2011-09-18,0.0,349.81
2011-09-19,0.0,362.19
2011-09-20,0.00829,358.62
2011-09-21,0.02126,361.5
2011-09-22,0.02972,356.06
2011-09-23,0.03412,209.44
2011-09-24,0.01294,28.5
2011-09-25,0.0,223.31
2011-09-26,0.00765,330.25
2011-09-27,0.00617,341.44
2011-09-28,0.01826,333.81
2011-09-29,0.07037,341.0
2011-09-30,0.00683,334.94
2011-10-01,0.0062,326.0
2011-10-02,0.00015,328.81
2011-10-03,0.00311,326.56
2011-10-04,0.01571,336.19
2011-10-05,0.026,347.31
2011-10-06,0.01719,370.69
2011-10-07,0.08034,378.0
2011-10-08,0.0,361.5
2011-10-09,0.0,362.12
2011-10-10,0.0,376.12
2011-10-11,0.0014,372.25
2011-10-12,0.08551,380.06
2011-10-13,0.1337,561.81
2011-10-14,0.00135,381.75
2011-10-15,0.00917,385.31
2011-10-16,0.0,385.75
2011-10-17,0.0,381.38
2011-10-18,0.02211,378.62
2011-10-19,0.04053,360.94
2011-10-20,0.01206,337.25
2011-10-21,0.03149,340.25
2011-10-22,0.0,324.56
2011-10-23,0.00056,348.75
2011-10-24,5e-05,364.25
2011-10-25,0.00775,358.19
2011-10-26,0.07608,344.5
2011-10-27,,
2011-10-28,0.00641,323.0
2011-10-29,0.00274,315.44
2011-10-30,0.00561,319.88
2011-10-31,0.00129,312.81
2011-11-01,0.06314,299.31
2011-11-02,0.07088,322.94
2011-11-03,0.04226,136.25
2011-11-04,0.00773,87.19
2011-11-05,0.00013,363.38
2011-11-06,0.00051,398.06
2011-11-07,0.0,409.44
2011-11-08,0.0,439.94
2011-11-09,0.01513,486.06
2011-11-10,0.02596,473.56
2011-11-11,0.01037,487.19
2011-11-12,0.0,469.0
2011-11-13,0.0,442.31
2011-11-14,0.0,429.91
2011-11-15,0.00884,83.81
2011-11-16,0.03067,426.56
2011-11-17,0.01825,191.75
2011-11-18,0.00854,408.25
2011-11-19,0.0011,405.69
2011-11-20,0.01452,410.62
2011-11-21,2e-05,396.38
2011-11-22,0.00912,379.75
2011-11-23,0.0,380.5
2011-11-24,0.0,381.12
2011-11-25,0.01219,372.88
2011-11-26,0.08348,327.5
2011-11-27,0.04527,308.12
2011-11-28,0.01523,317.62
2011-11-29,0.02687,314.81
2011-11-30,0.06851,325.44
2011-12-01,0.07744,336.69
2011-12-02,0.07647,372.56
2011-12-03,5e-05,395.56
2011-12-04,0.0,413.12
2011-12-05,0.0,442.88
2011-12-06,0.00091,470.56
2011-12-07,0.00231,474.06
2011-12-08,0.0021,447.31
2011-12-09,0.00128,421.5
2011-12-10,0.00182,400.62
2011-12-11,,
2011-12-12,0.02192,395.94
2011-12-13,0.00148,379.06
2011-12-14,0.00011,154.12
2011-12-15,0.00674,369.5
2011-12-16,,
2011-12-17,0.02788,392.06
2011-12-18,0.01144,387.19
2011-12-19,0.00019,380.94
2011-12-20,0.0,370.5
2011-12-21,2e-05,371.19
2011-12-22,0.01444,360.12
2011-12-23,0.01489,370.06
2011-12-24,0.01855,349.62
2011-12-25,0.01265,333.81
2011-12-26,0.03976,334.69
2011-12-27,0.10421,338.31
2011-12-28,0.19311,97.88
2011-12-29,0.17673,357.75
2011-12-30,0.10985,360.0
2011-12-31,0.02876,363.5
2012-01-01,0.00048,372.88
2012-01-02,0.0,388.94
2012-01-03,0.02607,384.94
2012-01-04,0.04495,371.25
2012-01-05,0.07655,359.0
2012-01-06,0.00037,344.94
2012-01-07,0.00125,320.94
2012-01-08,0.00255,312.06
2012-01-09,0.03537,299.62
2012-01-10,0.03158,298.81
2012-01-11,0.00972,307.31
2012-01-12,0.01863,305.81
2012-01-13,0.11023,312.19
2012-01-14,0.02111,328.56
2012-01-15,0.00125,343.5
2012-01-16,0.00418,352.81
2012-01-17,0.02169,364.5
2012-01-18,0.01976,89.5
2012-01-19,0.0088,345.0
2012-01-20,0.00667,328.75
2012-01-21,0.00201,321.94
2012-01-22,0.00199,325.19
2012-01-23,0.01393,311.94
2012-01-24,0.14498,304.09
2012-01-25,0.28501,289.69
2012-01-26,0.10775,304.75
2012-01-27,0.07414,309.62
2012-01-28,0.12631,321.44
2012-01-29,0.01327,331.06
2012-01-30,0.07189,339.06
2012-01-31,0.02077,349.94
2012-02-01,0.07895,345.88
2012-02-02,0.06552,342.06
2012-02-03,0.0,312.19
2012-02-04,0.0,296.25
2012-02-05,0.0,286.12
2012-02-06,0.01433,276.53
2012-02-07,0.11666,282.81
2012-02-08,0.04584,199.5
2012-02-09,0.0354,283.81
2012-02-10,0.02292,297.0
2012-02-11,0.0072,293.56
2012-02-12,0.00687,318.44
2012-02-13,0.03548,339.56
2012-02-14,0.04544,352.0
2012-02-15,0.08092,351.75
2012-02-16,0.14819,337.19
2012-02-17,0.01384,320.44
2012-02-18,0.00011,314.25
2012-02-19,0.00016,298.56
2012-02-20,0.00125,287.0
2012-02-21,0.06367,287.88
2012-02-22,0.08719,266.75
2012-02-23,0.05783,255.06
2012-02-24,0.0882,249.06
2012-02-25,0.02678,269.94
2012-02-26,0.01079,300.0
2012-02-27,0.07673,318.56
2012-02-28,0.00359,323.94
2012-02-29,0.01131,313.06
2012-03-01,0.05192,309.81
2012-03-02,0.0001,303.0
2012-03-03,0.04569,294.75
2012-03-04,0.05651,289.56
2012-03-05,0.03216,296.12
2012-03-06,0.08473,312.44
2012-03-07,0.10769,327.44
2012-03-08,0.00192,318.12
2012-03-09,0.00399,323.94
2012-03-10,0.00553,314.81
2012-03-11,0.00078,298.25
2012-03-12,0.00029,300.81
2012-03-13,0.15351,305.38
2012-03-14,0.36392,304.5
2012-03-15,0.06229,314.75
2012-03-16,0.00295,316.69
2012-03-17,0.0,310.19
2012-03-18,0.0,320.06
2012-03-19,0.00072,328.62
2012-03-20,0.04753,311.81
2012-03-21,0.01088,302.06
2012-03-22,0.02505,297.12
2012-03-23,0.03203,301.12
2012-03-24,0.04957,305.69
2012-03-25,0.08049,318.69
2012-03-26,0.04765,318.5
2012-03-27,0.06203,321.94
2012-03-28,0.00293,330.06
2012-03-29,0.0,322.0
2012-03-30,0.02803,320.12
2012-03-31,0.02831,326.0
2012-04-01,0.05996,332.19
2012-04-02,0.06229,339.56
2012-04-03,0.01791,342.5
2012-04-04,0.00985,335.62
2012-04-05,0.00205,330.19
2012-04-06,0.0,299.5
2012-04-07,3e-05,289.25
2012-04-08,0.00269,269.12
2012-04-09,0.12328,267.25
2012-04-10,0.2726,271.56
2012-04-11,0.00289,274.19
2012-04-12,0.0,298.31
2012-04-13,0.02325,318.19
2012-04-14,0.01722,342.25
2012-04-15,0.0188,353.56
2012-04-16,0.00677,350.81
2012-04-17,0.0,348.75
2012-04-18,0.0,348.56
2012-04-19,0.00907,344.31
2012-04-20,0.0248,366.5
2012-04-21,0.02055,373.44
2012-04-22,0.02354,389.81
2012-04-23,0.02239,392.62
2012-04-24,0.00013,368.31
2012-04-25,0.00617,349.0
2012-04-26,0.01283,341.81
2012-04-27,0.04785,331.75
2012-04-28,0.01048,194.12
2012-04-29,0.00013,334.0
2012-04-30,0.00093,329.06
2012-05-01,0.0,338.25
2012-05-02,0.03122,338.12
2012-05-03,0.00465,323.41
2012-05-04,0.0,317.56
2012-05-05,0.00049,307.44
2012-05-06,0.06741,300.44
2012-05-07,0.26306,291.81
2012-05-08,0.12039,280.19
2012-05-09,0.00161,277.44
2012-05-10,0.05532,292.06
2012-05-11,0.0003,313.69
2012-05-12,0.03595,322.19
2012-05-13,0.06468,342.31
2012-05-14,0.00969,354.06
2012-05-15,0.0,360.88
2012-05-16,0.0,354.38
2012-05-17,5e-05,378.75
2012-05-18,0.00181,391.88
2012-05-19,0.03998,386.06
2012-05-20,0.04107,379.56
2012-05-21,0.03634,361.31
2012-05-22,0.00186,348.0
2012-05-23,0.00602,330.75
2012-05-24,0.00718,332.06
2012-05-25,0.00101,330.88
2012-05-26,0.03084,351.94
2012-05-27,0.0444,345.19
2012-05-28,0.08946,353.12
2012-05-29,0.10694,362.44
2012-05-30,0.00693,344.12
2012-05-31,0.03974,318.19
2012-06-01,0.0,303.22
2012-06-02,0.03931,294.94
2012-06-03,0.19301,296.19
2012-06-04,0.23289,319.06
2012-06-05,0.10896,355.12
2012-06-06,0.00697,354.88
2012-06-07,0.0,348.75
2012-06-08,5e-05,359.25
2012-06-09,0.01885,357.38
2012-06-10,0.06544,354.44
2012-06-11,0.01142,353.31
2012-06-12,0.00065,364.09
2012-06-13,0.0,373.75
2012-06-14,0.0,385.88
2012-06-15,2e-05,382.06
2012-06-16,0.00017,382.44
2012-06-17,0.01776,350.81
2012-06-18,0.05361,324.62
2012-06-19,0.01602,309.06
2012-06-20,0.00023,297.19
2012-06-21,0.0,291.25
2012-06-22,0.00242,294.31
2012-06-23,0.00434,300.38
2012-06-24,0.05743,312.12
2012-06-25,0.08572,318.81
2012-06-26,0.04901,299.19
2012-06-27,0.00364,294.56
2012-06-28,0.0,293.56
2012-06-29,0.06221,290.5
2012-06-30,0.25671,301.75
2012-07-01,0.13227,308.5
2012-07-02,0.02924,303.75
2012-07-03,0.01623,39.12
2012-07-04,2e-05,277.06
2012-07-05,0.00137,59.38
2012-07-06,0.0011,269.25
2012-07-07,0.06102,79.75
2012-07-08,0.04363,98.38
2012-07-09,0.01031,325.88
2012-07-10,2e-05,334.69
2012-07-11,3e-05,346.44
2012-07-12,0.0,334.62
2012-07-13,2e-05,66.62
2012-07-14,0.01794,322.44
2012-07-15,0.03773,304.06
2012-07-16,0.00012,120.69
2012-07-17,0.0,265.25
2012-07-18,0.0,256.06
2012-07-19,3e-05,251.06
2012-07-20,0.03421,263.88
2012-07-21,0.04311,263.19
2012-07-22,0.00085,256.12
2012-07-23,0.05212,258.94
2012-07-24,0.02631,259.34
2012-07-25,0.0096,278.12
2012-07-26,0.14162,312.25
2012-07-27,0.07018,325.75
2012-07-28,0.05021,336.0
2012-07-29,0.07426,348.62
2012-07-30,0.041,368.44
2012-07-31,0.02336,43.62
2012-08-01,0.03665,364.06
2012-08-02,7e-05,378.19
2012-08-03,0.00196,368.75
2012-08-04,0.00878,362.56
2012-08-05,0.00591,344.81
2012-08-06,0.01904,344.75
2012-08-07,0.06028,342.31
2012-08-08,0.00191,115.81
2012-08-09,0.0,330.12
2012-08-10,0.0151,334.62
2012-08-11,0.0299,329.69
2012-08-12,0.01087,324.19
2012-08-13,0.0,301.94
2012-08-14,0.00148,284.19
2012-08-15,0.00035,279.0
2012-08-16,0.11778,271.44
2012-08-17,0.01609,260.88
2012-08-18,0.00407,266.25
2012-08-19,0.04344,64.06
2012-08-20,0.02063,272.94
2012-08-21,0.0,279.38
2012-08-22,0.05441,289.5
2012-08-23,0.1331,306.88
2012-08-24,0.03588,321.81
2012-08-25,0.03905,321.56
2012-08-26,0.04538,333.88
2012-08-27,0.021,340.44
2012-08-28,0.01983,350.81
2012-08-29,0.00188,353.81
2012-08-30,0.00033,361.5
2012-08-31,0.0,378.88
2012-09-01,0.00702,372.62
2012-09-02,0.00347,371.31
2012-09-03,0.01116,374.81
2012-09-04,0.00422,375.41
2012-09-05,0.03285,383.38
2012-09-06,0.01237,369.12
2012-09-07,0.0,342.72
2012-09-08,0.01102,329.31
2012-09-09,0.03358,311.88
2012-09-10,0.00473,61.88
2012-09-11,0.01135,286.88
2012-09-12,0.00208,279.69
2012-09-13,0.01979,278.06
2012-09-14,0.00699,279.44
2012-09-15,0.01576,279.31
2012-09-16,0.06227,272.31
2012-09-17,0.03688,288.12
2012-09-18,0.09573,289.62
2012-09-19,0.02805,296.38
2012-09-20,0.03084,299.81
2012-09-21,0.04702,316.38
2012-09-22,0.00845,340.0
2012-09-23,0.00021,366.06
2012-09-24,2e-05,387.56
2012-09-25,0.00116,405.0
2012-09-26,0.00011,424.38
2012-09-27,0.01549,436.62
2012-09-28,0.06368,403.69
2012-09-29,0.00318,387.69
2012-09-30,0.0,367.62
2012-10-01,0.0,64.0
2012-10-02,0.00021,322.25
2012-10-03,0.0,312.38
2012-10-04,0.0,444.66
2012-10-05,0.03928,291.81
2012-10-06,0.07394,279.56
2012-10-07,0.00443,267.06
2012-10-08,0.0,256.5
2012-10-09,0.0,254.5
2012-10-10,0.03087,248.31
2012-10-11,0.08113,259.06
2012-10-12,0.0183,260.75
2012-10-13,2e-05,273.69
2012-10-14,0.03832,280.81
2012-10-15,0.03792,289.0
2012-10-16,0.00912,299.5
2012-10-17,0.00433,322.69
2012-10-18,0.03842,348.81
2012-10-19,0.02376,391.0
2012-10-20,0.00184,404.69
2012-10-21,0.01368,401.19
2012-10-22,8e-05,389.03
2012-10-23,0.00104,397.12
2012-10-24,0.03635,398.88
2012-10-25,0.05773,363.38
2012-10-26,0.03167,334.81
2012-10-27,3e-05,315.81
2012-10-28,0.0,296.38
2012-10-29,0.0,294.44
2012-10-30,2e-05,288.31
2012-10-31,0.00221,292.19
2012-11-01,0.06036,277.69
2012-11-02,0.01384,270.19
2012-11-03,0.0,265.5
2012-11-04,0.00774,266.06
2012-11-05,0.00953,274.81
2012-11-06,0.0,271.12
2012-11-07,0.00013,268.41
2012-11-08,0.0,273.19
2012-11-09,0.00291,280.5
2012-11-10,0.046,281.81
2012-11-11,0.01648,294.56
2012-11-12,0.0323,309.62
2012-11-13,0.00983,325.75
2012-11-14,0.0044,345.12
2012-11-15,0.05134,128.81
2012-11-16,0.04159,392.75
2012-11-17,0.00071,395.06
2012-11-18,0.00381,393.38
2012-11-19,0.00574,387.81
2012-11-20,0.01159,391.88
2012-11-21,0.04452,377.12
2012-11-22,0.01964,352.88
2012-11-23,0.01304,329.94
2012-11-24,0.03345,316.75
2012-11-25,0.00276,308.19
2012-11-26,0.00011,298.44
2012-11-27,0.08381,277.88
2012-11-28,0.02693,42.69
2012-11-29,0.0,287.94
2012-11-30,0.0005,72.12
2012-12-01,0.02144,315.88
2012-12-02,0.00016,305.5
2012-12-03,0.0,299.12
2012-12-04,0.0,289.38
2012-12-05,0.0,277.0
2012-12-06,0.01732,273.62
2012-12-07,0.00435,279.38
2012-12-08,0.00862,280.06
2012-12-09,0.00237,278.69
2012-12-10,0.04831,296.62
2012-12-11,0.04308,306.56
2012-12-12,0.0314,325.75
2012-12-13,0.07526,334.75
2012-12-14,0.1128,350.56
2012-12-15,0.05249,350.62
2012-12-16,0.00858,335.19
2012-12-17,0.00053,328.19
2012-12-18,0.00546,330.44
2012-12-19,0.01717,327.56
2012-12-20,0.02843,334.12
2012-12-21,0.01825,319.38
2012-12-22,0.0,190.19
2012-12-23,0.02848,307.25
2012-12-24,0.06426,287.88
2012-12-25,0.03713,289.75
2012-12-26,0.02867,277.69
2012-12-27,0.02044,284.06
2012-12-28,0.03533,298.19
2012-12-29,0.0,300.5
2012-12-30,2e-05,309.12
2012-12-31,0.0,328.25
2013-01-01,0.0,329.0
2013-01-02,0.0,340.62
2013-01-03,0.0,338.5
2013-01-04,0.0506,345.94
2013-01-05,0.02267,344.62
2013-01-06,0.06004,343.5
2013-01-07,0.02511,337.81
2013-01-08,0.04425,349.62
2013-01-09,0.03143,374.06
2013-01-10,0.06691,395.31
2013-01-11,0.00341,396.19
2013-01-12,0.00176,400.25
2013-01-13,0.00146,387.5
2013-01-14,0.01118,383.06
2013-01-15,0.01473,387.12
2013-01-16,0.00206,376.19
2013-01-17,0.00042,365.06
2013-01-18,0.00081,341.75
2013-01-19,0.00576,333.31
2013-01-20,0.00596,327.56
2013-01-21,0.00213,307.31
2013-01-22,0.10576,305.06
2013-01-23,0.10792,296.69
2013-01-24,0.06087,296.44
2013-01-25,0.00624,299.31
2013-01-26,0.00139,309.06
2013-01-27,0.0067,330.38
2013-01-28,0.0,348.81
2013-01-29,0.0,341.69
2013-01-30,0.0,333.69
2013-01-31,0.04873,333.75
2013-02-01,0.01192,313.44
2013-02-02,0.06305,289.19
2013-02-03,0.09179,282.44
2013-02-04,0.08003,275.94
2013-02-05,0.03822,283.44
2013-02-06,0.05237,289.81
2013-02-07,0.09676,308.5
2013-02-08,0.01642,317.12
2013-02-09,0.00087,331.56
2013-02-10,0.01369,330.31
2013-02-11,0.02795,322.81
2013-02-12,0.06585,312.12
2013-02-13,0.0191,301.0
2013-02-14,0.0039,301.94
2013-02-15,0.00767,283.62
2013-02-16,0.05526,281.56
2013-02-17,0.00512,287.69
2013-02-18,0.02041,298.81
2013-02-19,0.02719,302.69
2013-02-20,0.03799,305.19
2013-02-21,0.0183,302.94
2013-02-22,0.03654,302.06
2013-02-23,0.04756,293.62
2013-02-24,0.02765,292.25
2013-02-25,0.02598,282.31
2013-02-26,0.01921,277.47
2013-02-27,0.06588,272.56
2013-02-28,0.00584,282.62
2013-03-01,0.02087,275.75
2013-03-02,0.00107,266.44
2013-03-03,0.02353,267.0
2013-03-04,0.12283,284.12
2013-03-05,0.09426,285.88
2013-03-06,0.10141,303.94
2013-03-07,0.09445,331.31
2013-03-08,0.04555,338.56
2013-03-09,0.02253,341.44
2013-03-10,0.05528,348.38
2013-03-11,0.04463,338.44
2013-03-12,0.00118,311.12
2013-03-13,0.01224,299.69
2013-03-14,0.00155,291.94
2013-03-15,0.06409,300.94
2013-03-16,0.04916,299.38
2013-03-17,0.01837,294.12
2013-03-18,0.0164,286.44
2013-03-19,0.01366,287.75
2013-03-20,0.00497,291.44
2013-03-21,0.0105,286.69
2013-03-22,0.00611,288.12
2013-03-23,0.00322,278.94
2013-03-24,0.00394,279.44
2013-03-25,0.01042,276.94
2013-03-26,0.10646,278.75
2013-03-27,0.05327,285.5
2013-03-28,0.0381,283.19
2013-03-29,8e-05,283.31
2013-03-30,0.0,293.44
2013-03-31,,
2013-04-01,0.06546,305.44
2013-04-02,0.09048,319.12
2013-04-03,0.12361,317.38
2013-04-04,0.12344,319.75
2013-04-05,0.06657,332.25
2013-04-06,0.03644,352.06
2013-04-07,0.01594,346.19
2013-04-08,0.02589,347.62
2013-04-09,0.03627,350.12
2013-04-10,0.01628,368.62
2013-04-11,0.05093,74.88
2013-04-12,0.01049,353.88
2013-04-13,0.00068,339.81
2013-04-14,0.00744,321.94
2013-04-15,0.00032,318.31
2013-04-16,2e-05,317.06
2013-04-17,0.07737,299.56
2013-04-18,0.05718,273.19
2013-04-19,0.0,254.38
2013-04-20,0.0,246.06
2013-04-21,0.09265,249.69
2013-04-22,0.15672,177.31
2013-04-23,0.11976,256.88
2013-04-24,0.27312,264.56
2013-04-25,0.00101,278.25
2013-04-26,0.0,291.94
2013-04-27,0.0001,304.38
